"","SOS-1","SOS-10","SOS-11","SOS-12","SOS-13","SOS-14","SOS-15","SOS-16","SOS-17","SOS-18","SOS-19","SOS-2","SOS-20","SOS-21","SOS-22","SOS-23","SOS-24","SOS-25","SOS-26","SOS-27","SOS-28","SOS-29","SOS-3","SOS-30","SOS-31","SOS-32","SOS-33","SOS-35","SOS-37","SOS-38","SOS-39","SOS-4","SOS-44","SOS-46","SOS-47","SOS-48","SOS-49","SOS-5","SOS-50","SOS-51","SOS-52","SOS-53","SOS-55","SOS-56","SOS-6","SOS-7","SOS-8","SOS-9"
"OTU77","  7","  0","  0","404","102"," 21"," 24","  0"," 10"," 20","  0"," 27"," 21"," 11","  0"," 13","  4","244"," 28","  0","  0","  0","  0","  0"," 29"," 60","  0","  0"," 55"," 40"," 26","  0"," 46","127","  7","  0","  9"," 16"," 37","  0"," 32","  6","  0","  0","  9","  0","  0","  0"
"OTU78","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","28208","    0","    0","    0","    0","    0","    0","    4","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"OTU79","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"OTU80"," 0"," 0"," 0"," 0"," 0"," 0","19"," 0"," 4"," 0"," 0"," 0"," 0","38"," 0"," 0"," 0"," 0","17"," 0"," 0","49"," 0"," 0"," 0","19"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","16"," 0"," 0"," 0"," 0","15"," 8","10"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU81","     0","     0","     0","     0","     0","     0","     0","     0","     0","     3","     5","     0","     0","     6","     6","     0","     3","     0","     0","     4","    25","104985","     0","   284","     3","     4","     0","     0","     0","     0","     0","     0","     0","   458","     0","     0","     0","     8","     0","   118","     0","     0","     0","     0","     0","     0","     0","     0"
"OTU82"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 9"," 0"," 0"," 0"," 0","28","95","26","27"," 0","14"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","25"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","18"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU83","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 149","   0","   0","   0","   0","   0","   0","   0"," 122","   0","  34","   0","   0","   0","   0","   0","   0","   0","1227","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  82"
"OTU84","    0","    0","    0","    0","    0","    0","    0","    7","  370","  128","   13","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","   16","    0","    3","32134"," 3783","    0","    0","    0","    0","    0","    0","    0","  142","    0","    0","    0","    0","    0","    0","18775","    0","    0","    0","    0","    0","    0","    0"
"OTU85","  0","  0","  0","  0","  0","  0","  0","  0","  0","120","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","630","  0","  0","  0","  0","  0","  0"
"OTU86","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 38","  0","  0"," 23","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","111","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU87","   0","   0","   0","   0","   0","   0","  62","  80","   0","   0","1461","  63","   8","  40","  71","   0","   0","   0","   0","   0","   0","   0","   0"," 603","   0"," 468","   0","   0","   0","   0","   0","   0"," 199"," 135","   0","  30","  40","   0"," 103","   0","   0","  11","   0","   0","   0"," 413","   0","   0"
"OTU88","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","791","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","282","  0","  0"," 12","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU89","  0","  0","  0","  0","  0","  0"," 14","  0","  0","  0","  0","  0","  0","  7","  0"," 22","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 13","  0","  0","  0","  0","  0","  0","  0","107"," 16","  0","  0","  0","  0","  0","  0","  8","  0","  0","  0"," 10","  0","  0"
"OTU90"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 4"," 0"," 9"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","11"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 9"," 0"," 0"," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 0"
"OTU91"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","19","25"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU92","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","191","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 16","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  5","  0"
"OTU93"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","15","16"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU94"," 0"," 0"," 0"," 0","17","38"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","32"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","12"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU95","   0","   0","   0","   0","   0","   0","  33","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","1401","   0"," 169","   0","   0","   0","   0","   0","   0","   0","   0","   0","  18","   0","   0","   0","   0","   0","   0","   0"
"OTU96"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","22"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","17"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","15"," 0"," 5"," 0"
"OTU97"," 0"," 0"," 0"," 0"," 0"," 0"," 7"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","28"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU98"," 0"," 5"," 0"," 0"," 0","12"," 0"," 0"," 0","39","16"," 0"," 0"," 0","40"," 0","45"," 0","64"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","28"," 0","53"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","38"," 0"
"OTU99","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","1043","  67","   0","   0","   0","   0","   0","   0","   0"
"OTU100","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","18244"," 2729","17965","    0","  198","    0","    0","    0","  909","    0","    0","    3","   67","    0","    0","   16","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","  100","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"OTU101","    0","  275","  272","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","16532","  307"," 3003"," 8702","  331","    0","    0","    0","    0","    0","    0","    0","    0","    0","   66","    0","  469","  760","  881","    0","    0","    0","    0","    0","22252","    0","    0"
"OTU102","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","472","  0","  0","  0","  4","  0"
"OTU103"," 0"," 0"," 0"," 0"," 0","31"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","18"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 6","16"," 0"," 0"," 0"," 5"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 8"
"OTU104","  0","  0","  0","  0","  0","  0"," 53","  0"," 20"," 17"," 50","  0","  5","  6","102","  7"," 12","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 38","  0","  0","  0","  0"," 12","116","  0","  0","  0","  0","  0"," 26"
"OTU105","  34","  83","   0","   0","   0","   0","   0","   0","  17","  28"," 106","   0","   5","  24","   0","   0","   0","   0","  33","   0","   0","   0"," 102","  36","   0","  16","   0","   8","   0","   0","   0","   0","  86"," 252","   0","   0","   0","  15","   0","   0","   0","   0","1193","   0","   0","   0","  18","   0"
"OTU106"," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 9"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 0"," 0"," 9"," 0"," 0"," 0"," 0"," 0","67"," 0"," 0","14"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU107","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 12","  0","157","  0"," 14","  0","  0","  0","  0","  0"," 76","  9","  0","  0","  4","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  5","  0","  0","  0","  0"
"OTU108","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 53","  0","  0"," 30","  0","117","  0","  0","  0","  0"," 20","  0"," 13","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU109","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 14","  0","  0","  0"," 55","106","  0","  0","  0","  0","  0","  0","  0","  0","304","  0","  0","  0","  0","  0","  0","120","  0","  0","  0"
"OTU110"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 9"," 0"," 0"," 0"," 0"," 4"," 0"," 0","18"," 0"," 0"," 0"," 0","31"," 0"," 0"," 0"," 0"," 0"," 0","19"," 0"," 0","36"," 0"," 0"," 0"," 0"," 0","20","22"," 0"," 0","15","28"," 0"," 0","50"," 8"," 0"," 0"
"OTU111","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","6965","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  11","   0"
"OTU112"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","31"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 9"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU113"," 0"," 0"," 0"," 0","12","37"," 0"," 0","16"," 0"," 0"," 0","84"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","57"," 0"," 0"," 0","16"," 0"," 0"," 0"," 0"," 0"," 0","43","15"," 0","19"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","45"," 0","33"," 0"
"OTU114","  0","  0","  0","  0","  0"," 35","  0","  0","  0","  0","  0","  0"," 12","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 84"," 11","  0","  0","  0","  0","  0","  0","  0","  0","106","  0","  0"," 13","  0","  0","108","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU115","  0","  0","  0","  0","  0","  0","192","  0","  0","  0","  0","  0","  0","506","144","  0","  0","  0","  0","  0","  0","  0","  0","661","  0","665","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 29","  0"," 16","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU116","    0","    0","    0","    0","    0","    0","    0","    0","    0","    2","    0","    0","    0","    0","    0"," 2100","26575","    0","    0","    0","    0","    7","    0","    0","    0","    6","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0"
"OTU117","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","943","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU118","   0","  25","   0","   0","  63","   0","  47","   0","1245"," 308","  24","  30","  46","   0","   0","  12","   0","  14","   0"," 135","2513","   0"," 118","   0","   0"," 530","   0"," 130"," 462","   0"," 236","   0","  83","   0","   0"," 341","  26","  32"," 279"," 205","  41","   0","   0","   5","   0","  71","   0"," 283"
"OTU119","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","5533","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  70","   0","   0","   0","   0","   0","   0","2473","   0","   0","   0"
"OTU120","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 20","  0"," 22","  4","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","120","  0","  0","  0","  0"," 62","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU121"," 0"," 0"," 0"," 0"," 0","32","41"," 0"," 0"," 0","24"," 0","14","12","41"," 0"," 0","25"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","10"," 0"," 0"," 0"," 0"," 0"," 0","15"," 0"," 0","42"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU122","  0"," 18","  0","  0","  0","  0","265","  0","  0","  0","  0","  0","  0"," 57","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 84","  0","  0","  0","  0","  0","253","221"," 56","362","205","  0"," 37","164","333","  0","  0","  0","  0","  0","  0","  0"
"OTU123"," 0"," 0"," 0"," 0","11"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","42"," 0"," 0","13","20"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","49"," 0","24","14"," 0"," 0"," 0","94"," 0"," 0"," 0"," 0"," 0"," 0","13"
"OTU124","  0"," 16","  0","  0"," 26","  0","158","  0","  0","108","  0","  0","  0","104","  0","  0","  0","  0","  0","102","  0","  0","  0"," 25","  0","  0","239","  0","  0","  0","  0"," 21"," 31"," 77","173","223"," 18","  0"," 45","  0","138","110","  0","  0"," 17","  0","  0","  0"
"OTU125","  0","  0","  0","  0","116"," 86","  0","  0","  0","  0","  0","  0","  0"," 14","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU126"," 38","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 22","  0","  6","  0","  0","  0","676"," 11","  0","  0","  0","  0","  0","275","  0","  0","  0","  0","  0","  0","  0","  0"," 74","127","  0","190","  0"," 24","  0","  0","170","134","  0","  0","  0","  0","  2"
"OTU127"," 0"," 0"," 0"," 0"," 0"," 0","13"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","18"," 0"," 0"
"OTU128","  60","1121","   0","   0","   0","   0","   0","   0","   0","   0","  28","  56","   0","   0","   0","   0","   0","   0","   0","   0"," 156","2322","6106","  96","   0","   0","   0","   0","   0"," 638","   0","  15"," 456","   0","   0","   0","   0","  13","   0"," 680","   0","   0","   0","   0","  30","   0","   0","   0"
"OTU129","  0","  0","  0","  0","  0"," 18","  0","  0","  0","  0"," 38","  0","  0","  0","  0"," 28"," 34","  0"," 27","  5","  0","  0","  0","  0","  0","  0","  0","  0","204","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","110"," 62","375","  0","  0","  0","  0","  0","  0"
"OTU130","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 76","  0","  0","  0","  0","  0","449","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU131","   0","   0","   0","   0","   0","   0","   0","   0","8111"," 251","   0","   0","   0","9882"," 628","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"OTU132","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  8","  0"," 59"," 48","  0"," 15","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 44"," 22","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","235","  0","  0","  0","  0","  0"
"OTU133"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","26","16"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU134"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","34","16"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"OTU135","  0","  0","  0","  0"," 18"," 62","  0","  0","  0"," 18","  0","  0"," 20"," 21"," 33","  0"," 35","  0","  0"," 39","339","457"," 11"," 40"," 96","273","135","  0"," 21","  0"," 57","  0","  0","  0","  0","  0","  0"," 54"," 17","231"," 56","205","  0","  0"," 25"," 56","202"," 13"
"OTU136","   0","   0","   0","   0","   0","   0"," 360","  36","  13"," 787","   0","   0","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  72","   0","   0","   0","   0","   0","   0","   0","   0"," 215","  90","1257"," 257","  79","   0","   0","   0","   0","  57","   0","   0","   0","   0","   0","   0"
"OTU137","   0","   0","   0","   0","   0","   0","2814","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"OTU138","   0","   0","   0","   0","   0","   0","   0","   0"," 106","   0","   0","   0"," 393","   0","   0","   0","   0","   0","   0","3487","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","  58","   0","   0","  15","   0","   0","   0"," 149","   0","   0","   0"
"OTU139","  0"," 10","  0","  0","  0","  0","  0"," 45","  0","  0","  0","  6","  0","  0","237","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 35","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 58","  0"," 70"
"OTU140","119","  0","  0","  0","  7","  0"," 40"," 47"," 35"," 60"," 49","  0","  0","181"," 12","  0","  0","  0","  0","  0","  0"," 64"," 67","186","  4","  0","  0","  0","  0","  0","  0","  0"," 20","121","  0"," 43"," 18","143"," 11","  0"," 32","  0","  0","  0"," 11"," 21"," 93"," 17"
"OTU141","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  5","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0"," 12"," 64","  0","  0","  0","  0","  0","  0","  0","164","  0","  0","  0","  0","  0","  0","249","  0","  0","  0"," 16"," 19"," 40"," 13"
"OTU142","    0","    0","    0","    0","    0","    0","    0","    0","84224","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    9","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","    0","  203","   73"
"OTU143","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","4931","   0","   0","   0","   0","   0","   0"
"OTU144","  0","  0","  0","  0","  0","  0"," 17","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  8","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","186"
"OTU145","  0"," 36"," 39","  0","  0","  0","  8","  6"," 17","  0","  0","  0","  0","114","  0","  0","  0"," 22"," 27","  0","  0"," 84","  0","  0"," 54"," 11","  0","  0","  0","  0","  0","  0","137"," 38","  0","  0","  0"," 31","  0","  0","  0"," 17","  0","  0","  0","  0","  0"," 24"
"OTU146","   0","   0","   0","   0","   0","   0","  70"," 399","  42","   0","  32","   0","   0","  85"," 216"," 247","3284","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 527","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"
"OTU147","  0","  0","  0","  0","  0"," 14"," 23","  0","  0"," 11","  0","  0","  0","  0","  0","258","132","  0","  0","  0","  0","  0","  0","  0","334","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"OTU148","  0","  0","  0","  0"," 12","  0","  6","  0"," 17","  0","  0","  0","  0","  0","  0","100","  0"," 75"," 34","128","  0","  0","  0","  0","  0","  0","  0","  6","103","  0","  0","  0","  7","  0"," 20"," 23","314","  0"," 11"," 32","  0","  0","  0"," 12","  0"," 13","  7","  0"
"OTU149","  93","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0"," 100","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   6","4395"," 166","   0","   0","   0","   0"
